,Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,year
376,1000024,110000489659.0,Ardagh Glass Inc. (Seattle),SEATTLE,WA,98134,5801 EAST MARGINAL WAY SOUTH,KING COUNTY,47.551767,-122.337152,327213,"C,N",Minerals,62997.316,62946.9,23.0,27.416,,,,,,,,,,48729.716,,,,,,,,,14267.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
486,1002893,110005376538.0,BOISE PAPER,WALLULA,WA,99363,31831 WEST HIGHWAY 12,WALLA WALLA COUNTY,46.097264,-118.911147,322121,"AA,C,TT","Pulp and Paper,Waste",178546.704,162171.3,13954.75,2420.654,,,,,,,,,692271.6,99837.89,,,,,,,,,,,,,,,,,,,,,,,,,,,65401.814,,,,,,,,,13307.0,N,N,N,2019
493,1006468,110000490157.0,BP CHERRY POINT REFINERY,BLAINE,WA,98230,4519 GRANDVIEW ROAD,WHATCOM COUNTY,48.884,-122.735,324110,"C,MM-REF,P,PP,Y","Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",2333014.648,2320907.1,7525.5,4582.048,,,,,,,,,,1324946.448,,,,,,,,,,,767163.6,,,,,,,,,,,,,,240904.6,,,,,,,,,,,,N,Y,Y,2019
679,1010722,110000491165.0,Basic American Foods,Moses Lake,WA,98837,538 Potato Frontage Road,GRANT COUNTY,47.075778,-119.222474,311423,C,Other,28239.644,28210.6,13.25,15.794,,,,,,,,,,28239.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
758,1000640,110017406788.0,Boeing Commercial Airplanes - Everett,Everett,WA,98204,3003 West Casino Rd,SNOHOMISH COUNTY,47.923302,-122.273197,336411,C,Other,77571.608,77491.6,36.5,43.508,,,,,,,,,,77571.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
775,1010860,110070543173.0,Boulder Park Generating Station,Spokane Valley,WA,99027,4424 N. Barker Road,SPOKANE COUNTY,47.696823,-117.154729,221112,C,Power Plants,32386.828,32353.4,15.25,18.178,,,,,,,,,,32386.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
927,1006572,110001919960.0,CERTAINTEED GYPSUM SEATTLE,SEATTLE,WA,98134,5931 E MARGINAL WY S,KING COUNTY,47.547909,-122.337341,327420,C,Minerals,49332.964,49282.0,23.25,27.714,,,,,,,,,,49332.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1251,1004225,110025339621.0,Cardinal FG Company,Winlock,WA,98596,545 Avery Road West,LEWIS COUNTY,46.5439,-122.9259,327211,"C,N",Minerals,93946.256,93879.4,30.5,36.356,,,,,,,,,,65056.956,,,,,,,,,28889.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1295,1006550,110071162503.0,Cathcart Landfill,SNOHOMISH,WA,98296,8915 Cathcart Way,SNOHOMISH COUNTY,47.872482,-122.123604,562111,"C,HH",Waste,33268.2,231.2,33037.0,,,,,,,,,,,231.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33037.0,,,,N,N,N,2019
1312,1002677,110001916437.0,CenTrio,SEATTLE,WA,98101,1319 WESTERN AVE,KING COUNTY,47.608889,-122.338611,221330,C,Power Plants,69306.284,69233.9,32.75,39.634,,,,,,,,,,69306.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1320,1007310,110000490665.0,Centralia,CENTRALIA,WA,98531,913 BIG HANAFORD RD,Lewis,46.7559,-122.8578,221112,"C,D",Power Plants,8000386.606,7937671.7,22940.25,39774.656,,,,,,,,,,941.586,7999445.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
1347,1000144,110055650371.0,Chehalis Generation Facility,CHEHALIS,WA,98532,1813 BISHOP ROAD,Lewis,46.6226,-122.9145,221112,"C,D",Power Plants,974613.988,973624.3,451.5,538.188,,,,,,,,,,961.296,973652.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1390,1004053,110071159242.0,City of Spokane Waste-to-Energy,SPOKANE,WA,99224,2900 S GEIGER BLVD,SPOKANE COUNTY,47.62846,-117.49944,562213,C,Waste,99878.996,94748.9,2000.5,3129.596,,,,,,,,,134315.5,99878.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1486,1008999,110000490709.0,Cosmopolis Pulp Mill,Cosmopolis,WA,98537,1701 First St,GRAYS HARBOR COUNTY,46.953543,-123.761737,322110,"AA,C,TT","Pulp and Paper,Waste",35494.986,29128.2,3973.25,2393.536,,,,,,,,,570333.3,29997.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2063.336,,,,,,,,,3434.25,N,N,N,2019
1501,1008180,110005381942.0,Cowlitz County Headquarters Landfill,Castle Rock,WA,98611,3434 South Silver Lake Road,COWLITZ COUNTY,46.248725,-122.778109,562212,"C,HH",Waste,246282.416,,246255.0,27.416,,,,,,,,,7603.4,39.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246243.25,,,,N,N,N,2019
1676,1010891,110000491281.0,Darigold Inc,Sunnyside,WA,98944,400 Alexander Road,YAKIMA COUNTY,46.300368,-120.015979,311513,C,Other,42702.088,42658.2,19.75,24.138,,,,,,,,,,42702.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
1841,1003518,110000490816.0,EMERALD KALAMA CHEMICAL LLC,KALAMA,WA,98625,1296 NORTHWEST 3RD STREET,COWLITZ COUNTY,46.02191,-122.85698,325199,C,Chemicals,57004.284,56945.1,27.0,32.184,,,,,,,,,,57004.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
2030,1006502,110000490013.0,Encogen Generating Station,Bellingham,WA,98225,915 Cornwall Ave,WHATCOM COUNTY,48.746,-122.486,221112,D,Power Plants,191710.188,191515.1,89.0,106.088,,,,,,,,,,,191710.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
2203,1004175,110007346041.0,Frederickson PSE,TACOMA,WA,98446,4714 192ND STREET EAST,PIERCE COUNTY,47.08187,-122.3649,221112,C,Power Plants,70030.934,69958.3,33.0,39.634,,,,,,,,,,70030.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
2204,1000301,110005307284.0,Frederickson Power LP,Tacoma,WA,98446,18610 50Th Ave East,Pierce,47.0864,-122.3644,221112,D,Power Plants,514505.344,513983.1,238.25,283.994,,,,,,,,,,,514505.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
2206,1004066,110001917007.0,Fredonia Generating Station,Mount Vernon,WA,98273,13085 Ball Road,SKAGIT COUNTY,48.4553,-122.435,221112,"C,D",Power Plants,154543.666,154383.9,72.75,87.016,,,,,,,,,,136382.134,18161.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
2271,1005998,110000564586.0,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,CAMAS,WA,98607,401 NE ADAMS STREET,CLARK COUNTY,45.582929,-122.407758,322121,"AA,C,PP,TT","Pulp and Paper,Suppliers of CO2,Waste",95542.966,88969.7,6523.5,49.766,,,,,,,,,,89061.216,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,6481.75,N,Y,N,2019
2274,1005059,110000902300.0,GEORGIA-PACIFIC GYPSUM LLC,TACOMA,WA,98421,1240 ALEXANDER AVENUE,PIERCE COUNTY,47.269558,-122.394869,327420,C,Minerals,49199.764,49148.8,23.25,27.714,,,,,,,,,,49199.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
2336,1001436,110041171086.0,GOLDENDALE GENERATING STATION,GOLDENDALE,WA,98620,600 INDUSTRIAL WAY,KLICKITAT COUNTY,45.8114,-120.833,221112,D,Power Plants,729130.348,728390.0,337.75,402.598,,,,,,,,,,,729130.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
2337,1000363,110000547668.0,"GOODRICH SPOKANE LANDING SYSTEMS, CARBON PRODUCTS",SPOKANE,WA,99224,11135 W WESTBOW BLVD,SPOKANE COUNTY,47.583604,-117.568511,336413,C,Other,9057.216,9047.9,4.25,5.066,,,,,,,,,,9057.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
2356,1007160,110063281434.0,GRANT CNTY EPHRATA LANDFILL 1,EPHRATA,WA,98823,3803 Neva Lake Rd. NW,GRANT COUNTY,47.26597,-119.55494,562212,HH,Waste,49367.5,,49367.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49367.5,,,,N,N,N,2019
2365,1002920,110020663575.0,GRAYMONT WESTERN US INC,TACOMA,WA,98421,1220 ALEXANDER AVENUE,PIERCE COUNTY,47.271365,-122.397262,327410,C,Minerals,22.1,22.1,,,,,,,,,,,,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
2532,1004773,110006459643.0,Gas Transmission Northwest Pipeline Rosalia CS#6,ROSALIA,WA,99170,EAST 315 BABB ROAD,SPOKANE COUNTY,47.277256,-117.406737,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,105917.552,105673.0,185.25,59.302,,,,,,,,,,105781.952,,,,,,,,,,,,,,,,,,,,135.6,,,,,,,,,,,,,,,,,N,N,N,2019
2534,1004775,110005320955.0,Gas Transmission Northwest Pipeline Wallula CS#8,WALLULA,WA,99363,638 LAMBDIN RD,WALLA WALLA COUNTY,46.053153,-118.843934,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,121132.05,119457.5,1607.5,67.05,,,,,,,,,,119579.2,,,,,,,,,,,,,,,,,,,,1552.85,,,,,,,,,,,,,,,,,N,N,N,2019
2535,1012641,,"Gas Transmission Northwest Starbuck Sta.#7 (Starbuck, WA)",Starbuck,WA,99359,Lyons Ferry Road,,46.5185845,-118.1273778,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,72189.284,70860.9,1288.75,39.634,,,,,,,,,,70932.484,,,,,,,,,,,,,,,,,,,,1256.8,,,,,,,,,,,,,,,,,N,N,N,2019
2558,1000207,110012561021.0,Grays Harbor Energy Center,Elma,WA,98541,401 Keys Rd,GRAYS HARBOR COUNTY,46.9688,-123.48,221112,"C,D",Power Plants,1337981.744,1336623.8,619.5,738.444,,,,,,,,,,257.6,1337724.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
2600,1013153,110070834439.0,Guy Bennett Lumber,Clarkston,WA,99403,2050 Wilma Drive,WHITMAN COUNTY,46.422239,-117.091,321113,C,Other,200.696,,28.75,171.946,,,,,,,,,15032.1,200.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
2674,1004211,110008214360.0,HF Sinclair Puget Sound Refining LLC,ANACORTES,WA,98221,8505 SOUTH TEXAS ROAD,SKAGIT COUNTY,48.472836,-122.560194,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",1859808.658,1849068.0,6733.75,4006.908,,,,,,,,,,1373099.078,,,,,,,,,,,,,,,,,,,,,,,,,486709.58,,,,,,,,,,,,N,N,N,2019
2808,1004384,110012556894.0,Hidden Valley Landfill,Puyallup,WA,98375,17925 Meridian Street East,PIERCE COUNTY,47.095,-122.2878,562212,HH,Waste,7433.5,,7433.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7433.5,,,,N,N,N,2019
2856,1007090,110037069720.0,Horn Rapids Landfill,Richland,WA,99352,3102 Twin Bridges Road,BENTON COUNTY,46.3432,-119.346,562212,HH,Waste,24155.75,,24155.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24155.75,,,,N,N,N,2019
3042,1002804,110000491655.0,J R SIMPLOT CO,OTHELLO,WA,99344,1201 N BROADWAY AVE,ADAMS COUNTY,46.837778,-119.176389,311411,"C,II","Other,Waste",92472.512,49805.5,42639.0,28.012,,,,,,,,,,49857.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42615.5,,,N,N,N,2019
3047,1002832,110040626702.0,J. R. Simplot Co.,Moses Lake,WA,98837,14124 Wheeler Road NE,GRANT COUNTY,47.131732,-119.18926,311411,"C,II","Other,Waste",30534.708,25786.6,4719.5,28.608,,,,,,,,,3946.2,25833.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4701.5,,,N,N,N,2019
3092,1012347,110009510270.0,Jackson Prairie Natural Gas Storage,Chehalis,WA,98532,239 Zandecki Rd,LEWIS COUNTY,46.532539,-122.835182,221210,"C,W-UNSTG",Petroleum and Natural Gas Systems,11177.062,9891.9,1279.5,5.662,,,,,,,,,,9900.812,,,,,,,,,,,,,,,,,,,,,1276.25,,,,,,,,,,,,,,,,N,N,N,2019
3188,1007822,110001916810.0,KING CNTY SOLID WST CEDAR HILLS LANDFILL,MAPLE VALLEY,WA,98038,16645 228TH AVENUE SE,KING COUNTY,47.462625,-122.046025,562212,"C,HH",Waste,72738.294,320.4,72417.0,0.894,,,,,,,,,,321.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72416.75,,,,N,N,N,2019
3221,1002056,110043786285.0,Kaiser Aluminum Washington,Spokane Valley,WA,99216,15000 E Euclid Ave,SPOKANE COUNTY,47.687074,-117.212673,331315,C,Metals,128390.116,128257.5,60.5,72.116,,,,,,,,,,128390.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
3235,1010858,110070716068.0,Kettle Falls Generating Station,Kettle Falls,WA,99141,1151 Hwy. 395 North,STEVENS COUNTY,48.614625,-118.10147,221117,"C,TT","Power Plants,Waste",23670.008,11847.6,6958.75,4863.658,,,,,,,,,424690.0,17531.758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6138.25,N,N,N,2019
3300,1000607,110000491619.0,LAMB WESTON,CONNELL,WA,99326,811 GUM STREET,FRANKLIN COUNTY,46.651744,-118.872717,311411,C,Other,36113.864,36076.6,17.0,20.264,,,,,,,,,,36113.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
3302,1000611,110000491593.0,LAMB WESTON INC. PASCO,PASCO,WA,99301,960 GLADE ROAD NORTH,FRANKLIN COUNTY,46.288137,-119.115336,311411,C,Other,46270.276,46222.6,21.75,25.926,,,,,,,,,,46270.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
3311,1004679,110034136049.0,LAND RECOVERY LANDFILL INDUST,GRAHAM,WA,98338,30919 MERIDIAN STREET EAST,PIERCE COUNTY,47.127923,-122.292929,562212,HH,Waste,271963.5,,271963.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271963.5,,,,N,N,N,2019
3428,1000614,110000491682.0,Lamb Weston Inc.,RICHLAND,WA,99352,2013 SAINT STREET,BENTON COUNTY,46.309388,-119.297683,311411,"C,II","Other,Waste",83675.726,65749.9,17847.75,78.076,,,,,,,,,11436.6,65876.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17799.25,,,N,N,N,2019
3595,1002287,110071160560.0,MCCAIN FOODS USA INC,OTHELLO,WA,99344,100 LEE STREET,ADAMS COUNTY,46.836659,-119.174622,311411,"C,II","Other,Waste",63937.866,35432.4,28485.5,19.966,,,,,,,,,,35469.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28468.75,,,N,N,N,2019
3817,1010969,110071161456.0,Matheson - Anacortes Hydrogen Plant,Anacortes,WA,98221,8529 South Texas Road,SKAGIT COUNTY,48.465891,-122.565397,325120,P,Chemicals,41845.3,41845.3,,,,,,,,,,,,,,,,,,,,,,,41845.3,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
3895,1001435,110036123469.0,Mint Farm Generation Station,Longview,WA,98632,1200 Prudential Blvd,COWLITZ COUNTY,46.1403,-122.9842,221112,D,Power Plants,759454.836,758683.8,351.75,419.286,,,,,,,,,,,759454.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
4093,1006360,110000490898.0,NIPPON DYNAWAVE PACKAGING,LONGVIEW,WA,98632,3401 INDUSTRIAL WAY,COWLITZ COUNTY,46.122749,-122.974048,322121,"AA,C",Pulp and Paper,331677.186,323899.4,1659.25,6118.536,,,,,,,,,1277551.4,295974.024,,,,,,,,,,,,,,,,,,,,,,,,,,,35703.162,,,,,,,,,,N,N,N,2019
4148,1000029,110015969941.0,NUCOR STEEL SEATTLE INC,SEATTLE,WA,98106,2424 SOUTHWEST ANDOVER STREET,KING COUNTY,47.569331,-122.367332,331110,"C,Q",Metals,179010.192,178966.9,19.75,23.542,,,,,,,,,,41760.892,,,,,,,,,,,,137249.3,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
4165,1001816,110070917490.0,Naval Base Kitsap Bremerton,Bremerton,WA,98314,120 South Dewey Street,KITSAP COUNTY,47.562807,-122.646324,928110,C,Other,45128.326,45080.9,21.5,25.926,,,,,,,,,,45128.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
4219,1012181,110069632632.0,North Pacific Paper Company LLC,Longview,WA,98632,3001 Industrial Way,COWLITZ COUNTY,46.118735,-122.968082,322122,C,Pulp and Paper,38215.956,38176.5,18.0,21.456,,,,,,,,,,38215.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
4244,1007092,110001916936.0,NORTHWEST PIPELINE GP - SNOHOMISH C/S,Snohomish,WA,98390,22902 Echo Lake Road,SNOHOMISH COUNTY,47.78943,-122.05728,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,25145.058,24352.6,778.75,13.708,,,,,,,,,,24376.908,,,,,,,,,,,,,,,,,,,,768.15,,,,,,,,,,,,,,,,,N,N,N,2019
4245,1009015,110071161251.0,NORTHWEST PIPELINE GP CHEHALIS C/S,Chehalis,WA,98596,156 Meier Road West,LEWIS COUNTY,46.53238,-122.86965,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,3980.34,2902.6,1076.25,1.49,,,,,,,,,,2904.04,,,,,,,,,,,,,,,,,,,,1076.3,,,,,,,,,,,,,,,,,N,N,N,2019
4246,1009017,110055515624.0,NORTHWEST PIPELINE GP GOLDENDALE C/S,Goldendale,WA,99322,120 Hoctor Road,KLICKITAT COUNTY,45.771216,-120.799267,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,36931.072,34124.5,2787.5,19.072,,,,,,,,,,34156.372,,,,,,,,,,,,,,,,,,,,2774.7,,,,,,,,,,,,,,,,,N,N,N,2019
4248,1009161,110071159282.0,NORTHWEST PIPELINE GP MT. VERNON,Mt. Vernon,WA,98295,1539 Lange Road,SKAGIT COUNTY,48.41248,-122.20969,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,35095.826,32767.6,2309.75,18.476,,,,,,,,,,32798.876,,,,,,,,,,,,,,,,,,,,2296.95,,,,,,,,,,,,,,,,,N,N,N,2019
4249,1009019,,NORTHWEST PIPELINE GP ROOSEVELT C/S,Bickleton,WA,99322,652 Sixprong Road,,45.9034459,-120.213925,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,35402.132,31155.3,4229.25,17.582,,,,,,,,,,31182.732,,,,,,,,,,,,,,,,,,,,4219.4,,,,,,,,,,,,,,,,,N,N,N,2019
4250,1007513,110001917034.0,NORTHWEST PIPELINE GP SUMAS C/S,SUMAS,WA,98295,4738 JONES RD,WHATCOM COUNTY,49.001,-122.2214,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,79134.666,75412.6,3679.75,42.316,,,,,,,,,,75486.216,,,,,,,,,,,,,,,,,,,,3648.45,,,,,,,,,,,,,,,,,N,N,N,2019
4251,1009163,,NORTHWEST PIPELINE GP SUMNER C/S,Sumner,WA,98390,3104 166th Ave. E,,47.228986,-122.209551,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,14575.998,13817.5,750.75,7.748,,,,,,,,,,13830.848,,,,,,,,,,,,,,,,,,,,745.15,,,,,,,,,,,,,,,,,N,N,N,2019
4252,1009215,110001916856.0,NORTHWEST PIPELINE GP WASHOUGAL C/S,Washougal,WA,98671,1309 NE Brown Road,CLARK COUNTY,45.63236,-122.36516,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,25817.07,21464.9,4340.25,11.92,,,,,,,,,,21481.82,,,,,,,,,,,,,,,,,,,,4335.25,,,,,,,,,,,,,,,,,N,N,N,2019
4253,1009016,110055515615.0,NORTHWEST PIPELINE GP WILLARD C/S,Cook,WA,98605,Willard Rd. Milepost 1,SKAMANIA COUNTY,45.7769,-121.626,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,30842.342,28543.5,2282.75,16.092,,,,,,,,,,28570.492,,,,,,,,,,,,,,,,,,,,2271.85,,,,,,,,,,,,,,,,,N,N,N,2019
4325,1003586,110005325503.0,OLYMPIC VIEW SANITARY LANDFILL INC,PORT ORCHARD,WA,98367,10015 SOUTHWEST BARNEY WHITE ROAD,KITSAP COUNTY,47.50473,-122.78081,562212,HH,Waste,1040.25,,1040.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.25,,,,N,N,N,2019
4517,1008018,110000490139.0,PHILLIPS 66 FERNDALE REFINERY,FERNDALE,WA,98248,3901 UNICK ROAD,WHATCOM COUNTY,48.830142,-122.692114,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",835061.086,831137.6,1820.5,2102.986,,,,,,,,,,481844.154,,,,,,,,,,,,,,,,,,,,,,,,,353216.932,,,,,,,,,,,,N,N,N,2019
4573,1005732,110000490326.0,PORT TOWNSEND PAPER CORP,PORT TOWNSEND,WA,98368,100 MILL ROAD,JEFFERSON COUNTY,48.093793,-122.796806,322121,"AA,C,TT","Pulp and Paper,Waste",70804.484,65731.7,2485.25,2587.534,,,,,,,,,512486.9,26531.52,,,,,,,,,,,,,,,,,,,,,,,,,,,42363.214,,,,,,,,,1909.75,N,N,N,2019
4611,1000001,110000490166.0,PSE Ferndale Generating Station,FERNDALE,WA,98248,5105 LAKE TERRELL ROAD,WHATCOM COUNTY,48.828707,-122.685533,221112,D,Power Plants,478279.876,477793.8,221.75,264.326,,,,,,,,,,,478279.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
4614,1004176,110009513133.0,PUGET POWER ENERGY-WHITEHORN GEN.STATION,BLAINE,WA,98230,4930 BROWN RD.,WHATCOM COUNTY,48.886533,-122.753527,221112,C,Power Plants,6838.368,6830.1,3.5,4.768,,,,,,,,,,6838.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
4615,1004367,110056580481.0,PUGET SOUND ENERGY - SUMAS,SUMAS,WA,98295,1340 THOMPSON LANE,WHATCOM COUNTY,48.9905,-122.2733,221112,D,Power Plants,227714.256,227483.0,105.5,125.756,,,,,,,,,,,227714.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
4854,1007200,110071161954.0,REC SOLAR GRADE SILICON,MOSES LAKE,WA,98837,3322 ROAD N NE,GRANT COUNTY,47.040595,-119.1942,331410,C,Metals,16402.888,16385.9,7.75,9.238,,,,,,,,,,16402.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
4902,1003676,110001917436.0,ROOSEVELT REGIONAL LANDFILL,ROOSEVELT,WA,99356,500 ROOSEVELT GRADE ROAD,KLICKITAT COUNTY,45.802,-120.182,562212,"C,HH",Waste,241511.294,272.9,241237.5,0.894,,,,,,,,,,274.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241237.0,,,,N,N,N,2019
4970,1001133,110002058344.0,River Road,VANCOUVER,WA,98660,5201 N W LOWER RIVER ROAD,Clark,45.65,-122.7231,221112,D,Power Plants,686738.956,686041.9,318.0,379.056,,,,,,,,,,,686738.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
5087,1011679,110042146629.0,SGL Automotive Carbon Fibers LLC,Moses Lake,WA,98837,8781 Randolph Road NE,GRANT COUNTY,47.208702,-119.284122,335991,C,Other,12378.304,12365.7,5.75,6.854,,,,,,,,,,12378.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
5212,1005156,110000490870.0,SOLVAY CHEMICALS INC,LONGVIEW,WA,98632,3500 INDUSTRIAL WAY,COWLITZ COUNTY,46.136952,-122.982513,325180,P,Chemicals,56448.4,56448.4,,,,,,,,,,,,,,,,,,,,,,,56448.4,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
5398,1010895,110013396547.0,Sierra Pacific Industries - Aberdeen,Aberdeen,WA,98520,301 Hagara Street,GRAYS HARBOR COUNTY,46.971298,-123.777794,321113,C,Other,5540.988,1858.1,529.75,3153.138,,,,,,,,,275592.0,5540.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
5399,1010898,110031256316.0,Sierra Pacific Industries - Burlington,Burlington,WA,98273,14353 McFarland Road,SKAGIT COUNTY,48.448041,-122.433615,321113,C,Other,6760.402,2740.3,578.5,3441.602,,,,,,,,,300772.6,6760.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
5400,1010897,110037607916.0,Sierra Pacific Industries - Centralia,Centralia,WA,98531,3115 Kuper Road,LEWIS COUNTY,46.757236,-122.996439,321113,C,Other,768.782,,110.5,658.282,,,,,,,,,57559.0,768.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
