,Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,year
5401,1010865,110067420222.0,Sierra Pacific Industries - Shelton Division,Shelton,WA,98584,100 Front Street,MASON COUNTY,47.211727,-123.095584,321113,C,Other,1108.38,,159.25,949.13,,,,,,,,,82977.3,1108.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
5649,1005619,110005392388.0,TACOMA CITY SOLID WASTE FAC,TACOMA,WA,98409,3510 SOUTH MULLEN,PIERCE COUNTY,47.231735,-122.502724,562212,HH,Waste,9793.0,,9793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9793.0,,,,N,N,N,2019
5673,1003904,110000537250.0,TESORO CORPORATION-ANACORTES REFINERY,ANACORTES,WA,98221,10200 WEST MARCH POINT ROAD,SKAGIT COUNTY,48.489534,-122.564292,324110,"C,Y",Refineries,1421371.546,1415469.7,2325.25,3576.596,,,,,,,,,,774378.208,,,,,,,,,,,,,,,,,,,,,,,,,646993.338,,,,,,,,,,,,N,N,N,2019
5690,1000639,110000620463.0,THE BOEING COMPANY,AUBURN,WA,98001,700 15TH ST SW,KING COUNTY,47.283625,-122.24277,336413,C,Other,36795.412,36757.6,17.25,20.562,,,,,,,,,,36795.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
5755,1000038,110071162155.0,TYSON FRESH MEATS,WALLULA,WA,99363,13983 DODD ROAD,WALLA WALLA COUNTY,46.13672,-118.91564,311611,"C,II","Other,Waste",130146.408,24642.7,105490.0,13.708,,,,,,,,,,24667.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105478.5,,,N,N,N,2019
6019,1001561,110070379891.0,US ARMY JOINT BASE LEWIS-MCCHORD,Joint Base Lewis-McChord,WA,98433,2012 Liggett Ave,PIERCE COUNTY,47.090196,-122.609857,928110,"C,HH",Waste,74601.322,57927.1,16640.25,33.972,,,,,,,,,,57988.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16612.75,,,,N,N,N,2019
6048,1007658,110000490549.0,US OIL & REFINING TACOMA,TACOMA,WA,98421,3001 MARSHALL AVENUE,PIERCE COUNTY,47.257694,-122.395259,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",155835.61,154515.3,807.75,512.56,,,,,,,,,,150157.2,,,,,,,,,,,,,,,,,,,,,,,,,5678.41,,,,,,,,,,,,N,N,N,2019
6108,1002682,110071161331.0,University of Washington Seattle Campus,Seattle,WA,98195,,KING COUNTY,47.6562,-122.3041,611310,C,Other,92272.25,92176.6,43.5,52.15,,,,,,,,,,92272.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
6209,1005091,110071160431.0,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,99164,2660 GRIMES WAY,WHITMAN COUNTY,46.728721,-117.154274,611310,C,Other,66455.398,66376.9,33.5,44.998,,,,,,,,,,66455.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
6214,1007818,110001917427.0,WASTE MANAGEMENT GREATER WENATCHEE LANDF,EAST WENATCHEE,WA,98802,191 E WEBB RD,DOUGLAS COUNTY,47.403681,-120.1657,562212,HH,Waste,55693.75,,55693.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55693.75,,,,N,N,N,2019
6274,1006454,110070737531.0,WESTROCK LONGVIEW LLC,LONGVIEW,WA,98632,300 FIBRE WAY,COWLITZ COUNTY,46.107527,-122.926617,322130,"AA,C",Pulp and Paper,146722.0,139774.7,1330.0,5617.3,,,,,,,,,1408357.9,72476.538,,,,,,,,,,,,,,,,,,,,,,,,,,,74245.462,,,,,,,,,,N,N,N,2019
6380,1009361,110000490772.0,WaferTech LLC,Camas,WA,98607,5509 NW Parker St.,CLARK COUNTY,45.619591,-122.456295,334413,"C,I",Other,88223.345147,14213.5,6.75,5153.612,8319.7421,26606.581047,9487.08,4883.08,19553.0,,,,,14228.296,,,,,,73995.049147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
6398,1014463,110015446659.0,Washington Potato Company,Warden,WA,98857,1900 W. 1st Street,GRANT COUNTY,46.970696,-119.064353,311991,C,Other,29175.74,29145.6,13.75,16.39,,,,,,,,,,29175.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2019
6449,1000624,110000490558.0,WestRock Tacoma Mill,TACOMA,WA,98421,801 PORTLAND AVE.,PIERCE COUNTY,47.26384,-122.425332,322130,"AA,C",Pulp and Paper,129142.9,123203.8,1074.25,4864.85,,,,,,,,,958704.9,73214.308,,,,,,,,,,,,,,,,,,,,,,,,,,,55928.592,,,,,,,,,,N,N,N,2019
6453,1014561,110012506172.0,Western Washington University,Bellingham,WA,98225,516 High St,WHATCOM COUNTY,48.732531,-122.487559,611310,C,Other,12312.312,12301.9,4.75,5.662,,,,,,,,,,12312.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2019
6517,1004918,110005343538.0,YAKIMA CNTY CHEYNE LANDFILL,ZILLAH,WA,98953,4970 CHEYNE ROAD,YAKIMA COUNTY,46.4785,-120.2688,562212,HH,Waste,40508.25,,40508.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40508.25,,,,N,N,N,2019
6518,1004916,110005310868.0,YAKIMA COUNTY TERRACE HTS LANDFILL,YAKIMA,WA,98901,7151 ROZA HILL DRIVE,YAKIMA COUNTY,46.60619,-120.39197,562212,"C,HH",Waste,120182.25,24.5,120157.75,,,,,,,,,,,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120157.75,,,,N,N,N,2019
106,1004236,110007030186.0,AGRIUM US INC - KFO,KENNEWICK,WA,99337,227515 E BOWLES ROAD,BENTON COUNTY,46.165957,-119.017218,325311,"C,U,V",Chemicals,145127.444,10847.0,0.75,134279.694,,,,,,,,,,1748.544,,,,,,,,,,,,,,,,9100.1,134278.8,,,,,,,,,,,,,,,,,,,,N,N,N,2020
137,1003562,110040947820.0,ALCOA INTALCO WORKS,FERNDALE,WA,98248,4050 MOUNTAIN VIEW RD.,WHATCOM COUNTY,48.8455,-122.7055,331313,"C,F,TT","Metals,Waste",595364.455,166632.6,8569.25,14.602,,420148.003,,,,,,,,26014.952,,,560792.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8557.0,N,N,N,2020
181,1004746,110070754243.0,ANALOG DEVICES,CAMAS,WA,98607,4200 NW PACIFIC RIM BLVD,CLARK COUNTY,45.59995,-122.45204,334413,"C,I",Other,13822.228985,1957.1,1.0,1480.464,2085.985,4458.719985,3641.16,197.8,,,,,,1959.292,,,,,,11862.936985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
244,1002537,110000897085.0,ASH GROVE CEMENT COMPANY-SEATTLE,SEATTLE,WA,98134,3801 EAST MARGINAL WAY SOUTH,KING COUNTY,47.56799,-122.34255,327310,"C,H",Minerals,346184.636,345514.5,265.75,404.386,,,,,,,,,,186.4,,,,,345998.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2020
306,1007253,110043973055.0,Air Liquide Hydrogen Plant,Anacortes,WA,98221,8581 South Texas Road,SKAGIT COUNTY,48.467675,-122.553982,325120,P,Chemicals,61783.5,61783.5,,,,,,,,,,,,,,,,,,,,,,,61783.5,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
406,1000024,110000489659.0,Ardagh Glass Inc. (Seattle),SEATTLE,WA,98134,5801 EAST MARGINAL WAY SOUTH,KING COUNTY,47.551767,-122.337152,327213,"C,N",Minerals,58653.132,58607.1,21.0,25.032,,,,,,,,,,44592.732,,,,,,,,,14060.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
516,1002893,110005376538.0,BOISE PAPER,WALLULA,WA,99363,31831 WEST HIGHWAY 12,WALLA WALLA COUNTY,46.097264,-118.911147,322121,"AA,C,TT","Pulp and Paper,Waste",223053.444,207409.1,14183.25,1461.094,,,,,,,,,630029.7,153086.428,,,,,,,,,,,,,,,,,,,,,,,,,,,56297.266,,,,,,,,,13669.75,N,N,N,2020
523,1006468,110000490157.0,BP CHERRY POINT REFINERY,BLAINE,WA,98230,4519 GRANDVIEW ROAD,WHATCOM COUNTY,48.884,-122.735,324110,"C,MM-REF,P,PP,Y","Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",2139046.756,2128957.1,5739.75,4349.906,,,,,,,,,,1217452.124,,,,,,,,,,,690326.5,,,,,,,,,,,,,,231268.132,,,,,,,,,,,,N,Y,Y,2020
669,1010722,110000491165.0,Basic American Foods,Moses Lake,WA,98837,538 Potato Frontage Road,GRANT COUNTY,47.075778,-119.222474,311423,C,Other,33000.676,32966.7,15.5,18.476,,,,,,,,,,33000.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
751,1000640,110017406788.0,Boeing Commercial Airplanes - Everett,Everett,WA,98204,3003 West Casino Rd,SNOHOMISH COUNTY,47.923302,-122.273197,336411,C,Other,67552.696,67483.1,31.75,37.846,,,,,,,,,,67552.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
768,1010860,110070543173.0,Boulder Park Generating Station,Spokane Valley,WA,99027,4424 N. Barker Road,SPOKANE COUNTY,47.696823,-117.154729,221112,C,Power Plants,23577.612,23553.5,11.0,13.112,,,,,,,,,,23577.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
921,1006572,110001919960.0,CERTAINTEED GYPSUM SEATTLE,SEATTLE,WA,98134,5931 E MARGINAL WY S,KING COUNTY,47.547909,-122.337341,327420,C,Minerals,49936.412,49884.9,23.5,28.012,,,,,,,,,,49936.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1159,1005412,110005365050.0,COWLITZ COUNTY LANDFILL,LONGVIEW,WA,98632,85 TENNANT WAY,COWLITZ COUNTY,46.107229,-122.905601,562212,HH,Waste,16136.75,,16136.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16136.75,,,,N,N,N,2020
1235,1004225,110025339621.0,Cardinal FG Company,Winlock,WA,98596,545 Avery Road West,LEWIS COUNTY,46.5439,-122.9259,327211,"C,N",Minerals,103025.392,102954.7,32.25,38.442,,,,,,,,,,68973.592,,,,,,,,,34051.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1290,1006550,110071162503.0,Cathcart Landfill,SNOHOMISH,WA,98296,8915 Cathcart Way,SNOHOMISH COUNTY,47.872482,-122.123604,562111,"C,HH",Waste,11395.6,251.1,11144.5,,,,,,,,,,,251.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11144.5,,,,N,N,N,2020
1307,1002677,110001916437.0,CenTrio,SEATTLE,WA,98101,1319 WESTERN AVE,KING COUNTY,47.608889,-122.338611,221330,C,Power Plants,63698.76,63633.0,30.0,35.76,,,,,,,,,,63698.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1315,1007310,110000490665.0,Centralia,CENTRALIA,WA,98531,913 BIG HANAFORD RD,Lewis,46.7559,-122.8578,221112,"C,D",Power Plants,5844587.298,5798775.0,16757.0,29055.298,,,,,,,,,,1555.274,5843032.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,2020
1348,1000144,110055650371.0,Chehalis Generation Facility,CHEHALIS,WA,98532,1813 BISHOP ROAD,Lewis,46.6226,-122.9145,221112,"C,D",Power Plants,965080.924,964101.1,447.0,532.824,,,,,,,,,,1676.844,963404.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1397,1004053,110071159242.0,City of Spokane Waste-to-Energy,SPOKANE,WA,99224,2900 S GEIGER BLVD,SPOKANE COUNTY,47.62846,-117.49944,562213,C,Waste,93850.41,88699.0,2009.0,3142.41,,,,,,,,,140581.0,93850.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1540,1008999,110000490709.0,Cosmopolis Pulp Mill,Cosmopolis,WA,98537,1701 First St,GRAYS HARBOR COUNTY,46.953543,-123.761737,322110,"AA,C,TT","Pulp and Paper,Waste",19428.76,15206.4,3456.5,765.86,,,,,,,,,186697.6,15058.604,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.656,,,,,,,,,3281.5,N,N,N,2020
1553,1008180,110005381942.0,Cowlitz County Headquarters Landfill,Castle Rock,WA,98611,3434 South Silver Lake Road,COWLITZ COUNTY,46.248725,-122.778109,562212,"C,HH",Waste,221987.472,,221953.5,33.972,,,,,,,,,9393.8,48.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221939.0,,,,N,N,N,2020
1694,1010891,110000491281.0,Darigold Inc,Sunnyside,WA,98944,400 Alexander Road,YAKIMA COUNTY,46.300368,-120.015979,311513,C,Other,40732.048,40690.4,19.0,22.648,,,,,,,,,,40732.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
1848,1003518,110000490816.0,EMERALD KALAMA CHEMICAL LLC,KALAMA,WA,98625,1296 NORTHWEST 3RD STREET,COWLITZ COUNTY,46.02191,-122.85698,325199,C,Chemicals,58738.424,58676.5,28.25,33.674,,,,,,,,,,58738.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
2034,1006502,110000490013.0,Encogen Generating Station,Bellingham,WA,98225,915 Cornwall Ave,WHATCOM COUNTY,48.746,-122.486,221112,D,Power Plants,178316.24,178135.4,82.5,98.34,,,,,,,,,,,178316.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
2208,1004175,110007346041.0,Frederickson PSE,TACOMA,WA,98446,4714 192ND STREET EAST,PIERCE COUNTY,47.08187,-122.3649,221112,C,Power Plants,24853.854,24827.8,11.75,14.304,,,,,,,,,,24853.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
2209,1000301,110005307284.0,Frederickson Power LP,Tacoma,WA,98446,18610 50Th Ave East,Pierce,47.0864,-122.3644,221112,D,Power Plants,369505.78,369130.4,171.25,204.13,,,,,,,,,,,369505.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
2211,1004066,110001917007.0,Fredonia Generating Station,Mount Vernon,WA,98273,13085 Ball Road,SKAGIT COUNTY,48.4553,-122.435,221112,"C,D",Power Plants,152007.066,151848.3,71.75,87.016,,,,,,,,,,134179.13,17827.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
2291,1005998,110000564586.0,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,CAMAS,WA,98607,401 NE ADAMS STREET,CLARK COUNTY,45.582929,-122.407758,322121,"C,TT","Pulp and Paper,Waste",67815.968,61534.9,6246.5,34.568,,,,,,,,,,61598.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6217.5,N,N,N,2020
2294,1005059,110000902300.0,GEORGIA-PACIFIC GYPSUM LLC,TACOMA,WA,98421,1240 ALEXANDER AVENUE,PIERCE COUNTY,47.269558,-122.394869,327420,C,Minerals,38732.304,38692.3,18.25,21.754,,,,,,,,,,38732.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
2335,1001436,110041171086.0,GOLDENDALE GENERATING STATION,GOLDENDALE,WA,98620,600 INDUSTRIAL WAY,KLICKITAT COUNTY,45.8114,-120.833,221112,D,Power Plants,730209.544,729468.1,338.25,403.194,,,,,,,,,,,730209.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
2336,1000363,110000547668.0,"GOODRICH SPOKANE LANDING SYSTEMS, CARBON PRODUCTS",SPOKANE,WA,99224,11135 W WESTBOW BLVD,SPOKANE COUNTY,47.583604,-117.568511,336413,C,Other,12185.304,12172.7,5.75,6.854,,,,,,,,,,12185.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
2359,1007160,110063281434.0,GRANT CNTY EPHRATA LANDFILL 1,EPHRATA,WA,98823,3803 Neva Lake Rd. NW,GRANT COUNTY,47.26597,-119.55494,562212,HH,Waste,51555.5,,51555.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51555.5,,,,N,N,N,2020
2429,1004773,110006459643.0,Gas Transmission Northwest Pipeline Rosalia CS#6,ROSALIA,WA,99170,EAST 315 BABB ROAD,SPOKANE COUNTY,47.277256,-117.406737,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,100383.024,99736.0,591.0,56.024,,,,,,,,,,99838.424,,,,,,,,,,,,,,,,,,,,544.6,,,,,,,,,,,,,,,,,N,N,N,2020
2431,1004775,110005320955.0,Gas Transmission Northwest Pipeline Wallula CS#8,WALLULA,WA,99363,638 LAMBDIN RD,WALLA WALLA COUNTY,46.053153,-118.843934,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,135772.702,132361.0,3337.5,74.202,,,,,,,,,,132494.352,,,,,,,,,,,,,,,,,,,,3278.35,,,,,,,,,,,,,,,,,N,N,N,2020
2432,1012641,,"Gas Transmission Northwest Starbuck Sta.#7 (Starbuck, WA)",Starbuck,WA,99359,Lyons Ferry Road,,46.5185845,-118.1273778,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,75097.27,74115.8,939.75,41.72,,,,,,,,,,74191.52,,,,,,,,,,,,,,,,,,,,905.75,,,,,,,,,,,,,,,,,N,N,N,2020
2546,1000207,110012561021.0,Grays Harbor Energy Center,Elma,WA,98541,401 Keys Rd,GRAYS HARBOR COUNTY,46.9688,-123.48,221112,"C,D",Power Plants,980346.816,979351.1,454.25,541.466,,,,,,,,,,139.8,980207.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
2669,1004211,110008214360.0,HF Sinclair Puget Sound Refining LLC,ANACORTES,WA,98221,8505 SOUTH TEXAS ROAD,SKAGIT COUNTY,48.472836,-122.560194,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",1803410.5,1793567.6,6065.75,3777.15,,,,,,,,,,1301284.972,,,,,,,,,,,,,,,,,,,,,,,,,502125.528,,,,,,,,,,,,N,N,N,2020
2796,1004384,110012556894.0,Hidden Valley Landfill,Puyallup,WA,98375,17925 Meridian Street East,PIERCE COUNTY,47.095,-122.2878,562212,HH,Waste,4956.25,,4956.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4956.25,,,,N,N,N,2020
2846,1007090,110037069720.0,Horn Rapids Landfill,Richland,WA,99352,3102 Twin Bridges Road,BENTON COUNTY,46.3432,-119.346,562212,HH,Waste,27328.75,,27328.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27328.75,,,,N,N,N,2020
3033,1002804,110000491655.0,J R SIMPLOT CO,OTHELLO,WA,99344,1201 N BROADWAY AVE,ADAMS COUNTY,46.837778,-119.176389,311411,"C,II","Other,Waste",110848.12,47794.3,63027.0,26.82,,,,,,,,,,47843.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63004.5,,,N,N,N,2020
3037,1002832,110040626702.0,J. R. Simplot Co.,Moses Lake,WA,98837,14124 Wheeler Road NE,GRANT COUNTY,47.131732,-119.18926,311411,"C,II","Other,Waste",28730.64,22827.1,5872.25,31.29,,,,,,,,,5057.8,22876.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5853.75,,,N,N,N,2020
3089,1012347,110009510270.0,Jackson Prairie Natural Gas Storage,Chehalis,WA,98532,239 Zandecki Rd,LEWIS COUNTY,46.532539,-122.835182,221210,"C,W-UNSTG",Petroleum and Natural Gas Systems,12310.614,9743.5,2561.75,5.364,,,,,,,,,,9750.264,,,,,,,,,,,,,,,,,,,,,2560.35,,,,,,,,,,,,,,,,N,N,N,2020
3169,1007822,110001916810.0,KING CNTY SOLID WST CEDAR HILLS LANDFILL,MAPLE VALLEY,WA,98038,16645 228TH AVENUE SE,KING COUNTY,47.462625,-122.046025,562212,"C,HH",Waste,131245.596,187.0,131058.0,0.596,,,,,,,,,,187.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131058.0,,,,N,N,N,2020
3187,1002056,110043786285.0,Kaiser Aluminum Washington,Spokane Valley,WA,99216,15000 E Euclid Ave,SPOKANE COUNTY,47.687074,-117.212673,331315,C,Metals,106233.0,106123.4,50.0,59.6,,,,,,,,,,106233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
3236,1010858,110070716068.0,Kettle Falls Generating Station,Kettle Falls,WA,99141,1151 Hwy. 395 North,STEVENS COUNTY,48.614625,-118.10147,221117,"C,TT","Power Plants,Waste",12604.834,1201.8,6953.0,4450.034,,,,,,,,,389070.1,6398.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6206.25,N,N,N,2020
3287,1000607,110000491619.0,LAMB WESTON,CONNELL,WA,99326,811 GUM STREET,FRANKLIN COUNTY,46.651744,-118.872717,311411,C,Other,28419.492,28389.9,13.5,16.092,,,,,,,,,,28419.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
3289,1000611,110000491593.0,LAMB WESTON INC. PASCO,PASCO,WA,99301,960 GLADE ROAD NORTH,FRANKLIN COUNTY,46.288137,-119.115336,311411,C,Other,38996.204,38956.2,18.25,21.754,,,,,,,,,,38996.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
3298,1004679,110034136049.0,LAND RECOVERY LANDFILL INDUST,GRAHAM,WA,98338,30919 MERIDIAN STREET EAST,PIERCE COUNTY,47.127923,-122.292929,562212,HH,Waste,77224.25,,77224.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77224.25,,,,N,N,N,2020
3416,1000613,110015451125.0,Lamb Weston Holdings Inc,Quincy,WA,98848,1005 E Street SW,GRANT COUNTY,47.234413,-119.869914,311411,C,Other,32197.728,32164.3,15.25,18.178,,,,,,,,,,32197.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
3417,1000614,110000491682.0,Lamb Weston Inc.,RICHLAND,WA,99352,2013 SAINT STREET,BENTON COUNTY,46.309388,-119.297683,311411,"C,II","Other,Waste",75823.452,57724.0,18025.25,74.202,,,,,,,,,11548.7,57843.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17980.25,,,N,N,N,2020
3594,1002287,110071160560.0,MCCAIN FOODS USA INC,OTHELLO,WA,99344,100 LEE STREET,ADAMS COUNTY,46.836659,-119.174622,311411,"C,II","Other,Waste",56865.372,34043.8,22802.5,19.072,,,,,,,,,,34078.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22786.5,,,N,N,N,2020
3821,1010969,110071161456.0,Matheson - Anacortes Hydrogen Plant,Anacortes,WA,98221,8529 South Texas Road,SKAGIT COUNTY,48.465891,-122.565397,325120,P,Chemicals,47503.2,47503.2,,,,,,,,,,,,,,,,,,,,,,,47503.2,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
3918,1001435,110036123469.0,Mint Farm Generation Station,Longview,WA,98632,1200 Prudential Blvd,COWLITZ COUNTY,46.1403,-122.9842,221112,D,Power Plants,694044.428,693339.7,321.5,383.228,,,,,,,,,,,694044.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
4085,1006360,110000490898.0,NIPPON DYNAWAVE PACKAGING,LONGVIEW,WA,98632,3401 INDUSTRIAL WAY,COWLITZ COUNTY,46.122749,-122.974048,322121,"AA,C",Pulp and Paper,359869.674,352071.0,1656.0,6142.674,,,,,,,,,1172773.9,325063.714,,,,,,,,,,,,,,,,,,,,,,,,,,,34805.96,,,,,,,,,,N,N,N,2020
4140,1000029,110015969941.0,NUCOR STEEL SEATTLE INC,SEATTLE,WA,98106,2424 SOUTHWEST ANDOVER STREET,KING COUNTY,47.569331,-122.367332,331110,"C,Q",Metals,119980.328,119933.2,21.5,25.628,,,,,,,,,,45723.628,,,,,,,,,,,,74256.7,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
4157,1001816,110070917490.0,Naval Base Kitsap Bremerton,Bremerton,WA,98314,120 South Dewey Street,KITSAP COUNTY,47.562807,-122.646324,928110,C,Other,44126.93,44080.6,21.0,25.33,,,,,,,,,,44126.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2020
4222,1007092,110001916936.0,NORTHWEST PIPELINE GP - SNOHOMISH C/S,Snohomish,WA,98390,22902 Echo Lake Road,SNOHOMISH COUNTY,47.78943,-122.05728,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,33754.076,32967.1,768.5,18.476,,,,,,,,,,33000.176,,,,,,,,,,,,,,,,,,,,753.9,,,,,,,,,,,,,,,,,N,N,N,2020
4223,1009015,110071161251.0,NORTHWEST PIPELINE GP CHEHALIS C/S,Chehalis,WA,98596,156 Meier Road West,LEWIS COUNTY,46.53238,-122.86965,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,3550.04,2627.8,920.75,1.49,,,,,,,,,,2629.44,,,,,,,,,,,,,,,,,,,,920.6,,,,,,,,,,,,,,,,,N,N,N,2020
4224,1009017,110055515624.0,NORTHWEST PIPELINE GP GOLDENDALE C/S,Goldendale,WA,99322,120 Hoctor Road,KLICKITAT COUNTY,45.771216,-120.799267,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,27716.706,24740.2,2962.5,14.006,,,,,,,,,,24762.556,,,,,,,,,,,,,,,,,,,,2954.15,,,,,,,,,,,,,,,,,N,N,N,2020
