,Plant Id,Plant Name,Operator Name,Operator Id,Plant State,Census Region,NERC Region,NAICS Code,Sector Name,Reported Fuel Type Code,AER Fuel Type Code,Physical Unit Label,Total Fuel Consumption Quantity,Electric Fuel Consumption Quantity,Total Fuel Consumption MMBtu,Elec Fuel Consumption MMBtu,Net Generation (Megawatthours),year
5956,50700,Lilliwaup Falls Generating,William G. Reed Jr,15795,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,43738,43738,4989.0,2020
6043,50827,Twin Falls Hydro,Twin Falls Hydro Associates LP,19314,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,661757,661757,75483.0,2020
6109,50886,Spokane Waste to Energy,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,MSB,MLG,short tons,150888,150888,1157641,1157641,56376.592,2020
6110,50886,Spokane Waste to Energy,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,MSN,OTH,short tons,96467,96467,1414863,1414863,68903.408,2020
6583,54267,Koma Kulshan Associates,Koma Kulshan Associates,63987,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,360175,360175,41083.0,2020
6679,54387,Weeks Falls,"Eagle Creek Renewable Energy, LLC",57280,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,137782,137782,15716.0,2020
6742,54476,Sumas Power Plant,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,148237.0,2020
6743,54476,Sumas Power Plant,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,3932072,3697013,4312954,4055245,329112.0,2020
6765,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,14.056,2020
6766,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,109887,109887,120218,120218,354025.94,2020
6767,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,63,58,372,335,30.035,2020
6768,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,8273968,7473921,9070274,8193282,746463.97,2020
7050,54860,Black Creek,Black Creek Hydro Inc,1784,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,113804,113804,12981.0,2020
7649,55482,Goldendale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,492743,492743,520607,520607,678761.0,2020
7650,55482,Goldendale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,12347254,12347254,13003382,13003382,1299840.0,2020
7698,55560,FPL Energy Vansycle LLC (WA),FPL Energy Vansycle LLC,6607,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,3823306,3823306,436102.0,2020
7762,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,0.0,2020
7763,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,862896.0,2020
7764,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,0.0,2020
7765,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,16341117,16341117,17905128,17905128,1544421.0,2020
7783,55700,Mint Farm Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,382046,382046,417511,417511,596741.0,2020
7784,55700,Mint Farm Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,11546999,11546999,12612904,12612904,1132839.0,2020
7842,55818,Frederickson Power LP,Frederickson Power LP,56613,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,29180,29180,31781,31781,333845.0,2020
7843,55818,Frederickson Power LP,Frederickson Power LP,56613,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,6211274,6211274,6809509,6809509,626019.0,2020
8159,56255,Hopkins Ridge Wind,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,3635438,3635438,414673.0,2020
8223,56322,Wild Horse,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,SUN,SUN,,0,0,833,833,95.0,2020
8224,56322,Wild Horse,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,6705948,6705948,764908.0,2020
8259,56361,Big Horn Wind Project,Avangrid Renewables LLC,15399,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,5264513,5264513,600492.0,2020
8349,56466,Marengo Wind Plant,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,5688292,5688292,648830.0,2020
8375,56487,White Creek Wind Farm,White Creek Wind 1 LLC,55907,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,5668935,5668935,646622.0,2020
8532,56666,Goodnoe Hills,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,2865334,2865334,326832.0,2020
8569,56694,Russell D Smith,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,107755,107755,12291.0,2020
8570,56695,Summer Falls Power Plant,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3230141,3230141,368443.0,2020
8571,56696,Eltopia Branch Canal 4.6,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,60905,60905,6947.0,2020
8572,56697,Potholes East Canal 66.0,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,33069,33069,3772.0,2020
8573,56698,Main Canal Headworks,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,853222,853222,97322.0,2020
8577,56702,Tuolumne Wind Project,Turlock Irrigation District,19281,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,3702865,3702865,422364.0,2020
8691,56858,Sagebrush Power Partners,"Sagebrush Power Partners, LLC",56071,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2626979,2626979,299644.0,2020
8989,57152,Harvest Wind Project,Harvest Wind Project TIC,56499,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2597653,2597653,296299.0,2020
8992,57159,Windy Flats Wind Project,Windy Flats Partners LLC,56514,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,6758456,6758456,770897.0,2020
9018,57188,Vantage Wind Energy LLC,Invenergy Services LLC,49893,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2716596,2716596,309866.0,2020
9024,57195,Lower Snake River Wind Energy Project,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,8467940,8467940,965888.0,2020
9109,57298,Cedar Hills,"Bio Energy Washington, LLC",60736,WA,PACC,WECC,22,NAICS-22 Non-Cogen,DFO,DFO,barrels,2371,2371,13691,13691,0.0,2020
9110,57298,Cedar Hills,"Bio Energy Washington, LLC",60736,WA,PACC,WECC,22,NAICS-22 Non-Cogen,LFG,MLG,mcf,282514,282514,150014,150014,0.0,2020
9127,57319,Big Horn Wind II,Avangrid Renewables LLC,15399,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,1269760,1269760,144834.0,2020
9128,57320,Juniper Canyon I Wind Project,Avangrid Renewables LLC,15399,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,3442853,3442853,392706.0,2020
9276,57496,Tieton Dam Hydro Electric Project,City of Burbank Water and Power,2507,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,327604,327604,37368.0,2020
9302,57530,Palouse,Onward Energy,60453,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,3229097,3229097,368324.0,2020
9387,57635,Linden Wind Energy Project,Los Angeles Department of Water & Power,11208,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,922191,922191,105189.0,2020
9495,57756,Coastal Energy Project,Coastal Community Action Program,57066,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,120633,120633,13760.0,2020
9501,57763,Youngs Creek Hydroelectric Project,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,182531,182531,20820.0,2020
10238,58441,Swauk Wind LLC,Gamesa Wind US LLC,58430,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,117705,117705,13426.0,2020
10371,58571,Tucannon River Wind Farm,Portland General Electric Co,15248,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,8256158,8256158,941731.0,2020
10487,58688,LRI LFGTE Facility,Frontier Operation Services,63199,WA,PACC,WECC,22,NAICS-22 Non-Cogen,LFG,MLG,mcf,727577,727577,344872,344872,31179.0,2020
10494,58696,Nooksack Hydro,Puget Sound Hydro LLC,58627,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,209034,209034,23843.0,2020
11620,60016,MESA 1,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,MWH,OTH,megawatthours,0,0,0,0,0.0,2020
11624,60021,MESA 2,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,MWH,OTH,megawatthours,63,63,0,0,-63.0,2020
11966,60418,Calligan Creek Hydroelectric Project,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,168887,168887,19264.0,2020
11987,60444,Glacier Battery Storage,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,MWH,OTH,megawatthours,65,65,0,0,-10.0,2020
12056,60517,Hancock Creek Hydroelectric Project,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,189543,189543,21620.0,2020
13281,61933,Adams Nielson Solar,"Adams Nielson Solar, LLC",61529,WA,PACC,WECC,22,NAICS-22 Non-Cogen,SUN,SUN,,0,0,397883,397883,45384.0,2020
14011,62936,Rattlesnake Flat,"Rattlesnake Flat, LLC",62778,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,27897,27897,3182.0,2020
14207,63205,Skookumchuck Wind Facility,Southern Power Co,17650,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,669378,669378,76352.0,2020
14806,64198,"Horn Rapids Solar, Storage and Training",Energy Northwest,20160,WA,PACC,WECC,22,Electric Utility,MWH,OTH,megawatthours,36,36,0,0,-13.0,2020
14807,64198,"Horn Rapids Solar, Storage and Training",Energy Northwest,20160,WA,PACC,WECC,22,Electric Utility,SUN,SUN,,0,0,3445,3445,393.0,2020
84,99,Frederickson,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,181,181,1064,1064,73.668,2021
85,99,Frederickson,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,712191,712191,780563,780563,54029.332,2021
281,371,Columbia Generating Station,Energy Northwest,20160,WA,PACC,WECC,22,Electric Utility,NUC,NUC,,0,0,88765185,88765185,8511288.0,2021
489,550,Kettle Falls Generating Station,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,36935,36935,38488,38488,3117.0,2021
490,550,Kettle Falls Generating Station,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,5300,5300,5518,5518,388.212,2021
491,550,Kettle Falls Generating Station,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WDS,WWW,short tons,504628,504628,4550757,4550757,322425.79,2021
554,607,Fredonia,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,749,749,4401,4401,348.537,2021
555,607,Fredonia,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,4139794,4139794,4537635,4537635,386060.46,2021
591,622,South Fork Tolt,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,481008,481008,54388.0,2021
830,917,Quincy Chute,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,101325,101325,11457.0,2021
2846,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,DFO,DFO,barrels,13538,13538,81228,81228,6825.776,2021
2847,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,RC,COL,short tons,2036365,2036365,34083559,34083559,2998258.7,2021
2848,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,SUB,COL,short tons,83029,83029,1379112,1379112,109046.42,2021
2849,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WC,WOC,short tons,128,128,2225,2225,184.064,2021
2850,3847,Merwin,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4118828,4118828,465720.0,2021
2851,3850,Swift 1,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,5229325,5229325,591285.0,2021
2852,3852,Yale,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4554088,4554088,514935.0,2021
2853,3853,Crystal Mountain,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,1022,1022,5940,5940,525.0,2021
2854,3854,Electron,Electron Hydro LLC,59866,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,0,0,0.0,2021
2855,3855,Lower Baker,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3329032,3329032,376417.0,2021
2856,3860,Snoqualmie,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,288509,288509,32622.0,2021
2857,3861,Upper Baker,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3278464,3278464,370699.0,2021
2858,3866,Little Falls (WA),Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1830904,1830904,207022.0,2021
2859,3867,Long Lake,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4227547,4227547,478013.0,2021
2860,3868,Meyers Falls,Hydro Technology Systems Inc,9143,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,61985,61985,7009.0,2021
2861,3869,Nine Mile,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1158980,1158980,131047.0,2021
2862,3878,Yelm,City of Centralia - (WA),3295,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,272068,272068,30763.0,2021
2863,3883,Rocky Reach,PUD No 1 of Chelan County,3413,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,50666646,50666646,5728929.0,2021
2864,3886,Wells,PUD No 1 of Douglas County,5326,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,36033330,36033330,4074325.0,2021
2865,3887,Priest Rapids,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,40158525,40158525,4540765.0,2021
2866,3888,Wanapum,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,43942846,43942846,4968662.0,2021
2867,3891,Box Canyon,PUD No 1 of Pend Oreille County,14653,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4202077,4202077,475133.0,2021
2869,3913,Alder,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1841621,1841621,208234.0,2021
2870,3914,Cushman 1,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1207328,1207328,136514.0,2021
2871,3915,Cushman 2,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1846497,1846497,208785.0,2021
2872,3916,LaGrande,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,2977252,2977252,336641.0,2021
2873,3917,Mayfield,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,6409989,6409989,724784.0,2021
2874,3918,Mossyrock,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,9274067,9274067,1048628.0,2021
2875,3921,Chief Joseph,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,97118317,97118317,10981266.0,2021
2876,3925,Ice Harbor,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,12432853,12432853,1405795.0,2021
2877,3926,Little Goose,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,11904015,11904015,1345999.0,2021
2878,3927,Lower Monumental,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,11837411,11837411,1338468.0,2021
2879,3929,Packwood,Energy Northwest,20160,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,780066,780066,88203.0,2021
3246,6120,Whitehorn,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,68,68,396,396,26.555,2021
3247,6120,Whitehorn,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,238555,238555,261457,261457,17513.445,2021
3294,6163,Grand Coulee,U S Bureau of Reclamation,2518,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,162051548,162051548,18323332.0,2021
3295,6163,Grand Coulee,U S Bureau of Reclamation,2518,WA,PACC,WECC,22,Electric Utility,WAT,HPS,megawatthours,7001,7001,0,0,1986.0,2021
3309,6175,Lower Granite,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,11918556,11918556,1347643.0,2021
3346,6200,Rock Island,PUD No 1 of Chelan County,3413,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,21073200,21073200,2382768.0,2021
3347,6202,Ross,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,7272482,7272482,822307.0,2021
3354,6210,Northeast (WA),Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,20395,20395,20803,20803,1668.0,2021
3466,6406,Chandler,U S Bureau of Reclamation,2518,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,438830,438830,49619.0,2021
3467,6407,Roza,U S Bureau of Reclamation,2518,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,553378,553378,62571.0,2021
3480,6424,Chelan,PUD No 1 of Chelan County,3413,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3586711,3586711,405553.0,2021
3481,6430,Cedar Falls (WA),City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,733682,733682,82958.0,2021
3482,6431,Gorge,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,8735227,8735227,987701.0,2021
3483,6432,Diablo,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,7478681,7478681,845622.0,2021
3484,6433,Boundary,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,28344479,28344479,3204939.0,2021
3653,7113,PEC Headworks,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,152222,152222,17212.0,2021
3659,7127,Wynoochee,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,309612,309612,35008.0,2021
3737,7259,Skookumchuck,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,40319,40319,4559.0,2021
3830,7427,Cowlitz Falls,PUD No 1 of Lewis County,10944,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,2095993,2095993,236996.0,2021
3888,7511,McNary Dam Fish Attraction Project,Northern Wasco County PUD,13788,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,351266,351266,39718.0,2021
3919,7588,H M Jackson,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3919891,3919891,443226.0,2021
3924,7605,River Road Gen Plant,PUD No 1 of Clark County - (WA),3660,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,13097662,13097662,14115924,14115924,1942569.0,2021
4022,7832,Roosevelt Biogas 1,PUD No 1 of Klickitat County,10393,WA,PACC,WECC,22,Electric Utility,LFG,MLG,mcf,0,0,0,0,0.0,2021
4023,7832,Roosevelt Biogas 1,PUD No 1 of Klickitat County,10393,WA,PACC,WECC,22,Electric Utility,LFG,MLG,mcf,0,0,0,0,0.0,2021
4024,7832,Roosevelt Biogas 1,PUD No 1 of Klickitat County,10393,WA,PACC,WECC,22,Electric Utility,LFG,MLG,mcf,0,0,0,0,0.0,2021
4075,7867,Snoqualmie 2,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1574947,1574947,178081.0,2021
4079,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,0.0,2021
4080,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,177171.0,2021
4081,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,0.0,2021
4082,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,4544096,4544096,4979988,4979988,353308.0,2021
4140,7936,Nine Canyon,Energy Northwest,20160,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,2154779,2154779,243643.0,2021
4189,7999,Grays Harbor Energy Facility,Invenergy Services LLC,49893,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,0,0,0,0,1374652.0,2021
4190,7999,Grays Harbor Energy Facility,Invenergy Services LLC,49893,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,25040734,25040734,27423906,27423906,2166210.0,2021
4212,8022,Boulder Park,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,631165,631165,643789,643789,69727.0,2021
4360,9095,Monroe Street,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,789838,789838,89308.0,2021
4361,9096,Upper Falls,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,496847,496847,56179.0,2021
5221,50091,Sheep Creek Hydro,Sheep Creek Hydro Inc,16990,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,65542,65542,7411.0,2021
5354,50228,Rocky Brook Hydroelectric,Rocky Brook Electric Inc,22614,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,0,0,0.0,2021
5505,50380,Upriver Dam Hydro Plant,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,449231,449231,50795.0,2021
5506,50382,Twin Reservoirs,Walla Walla City of,20032,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,96248,96248,10883.0,2021
5564,50421,Orchard Avenue 1,Yakima-Tieton Irrigation Dist,21086,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,15351,15351,1736.0,2021
5565,50423,Cowiche,Yakima-Tieton Irrigation Dist,21086,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,29700,29700,3358.0,2021
5836,50700,Lilliwaup Falls Generating,William G. Reed Jr,15795,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,49102,49102,5552.0,2021
5919,50827,Twin Falls Hydro,"Central Rivers Power US, LLC",64078,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,695252,695252,78613.0,2021
5982,50886,Spokane Waste to Energy,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,MSB,MLG,short tons,154245,154245,1183392,1183392,53828.531,2021
5983,50886,Spokane Waste to Energy,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,MSN,OTH,short tons,98617,98617,1446377,1446377,65790.469,2021
6446,54267,Koma Kulshan Associates,Koma Kulshan Associates,63987,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,357819,357819,40459.0,2021
6539,54387,Weeks Falls,"Eagle Creek Renewable Energy, LLC",57280,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,127397,127397,14405.0,2021
6602,54476,Sumas Power Plant,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,162961.0,2021
6603,54476,Sumas Power Plant,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,4265971,4010783,4671305,4391583,354581.0,2021
6624,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,794.026,2021
6625,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,371077,371077,406673,406673,448843.97,2021
6626,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,3764,3349,22092,19647,1807.703,2021
6627,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,10053978,8963635,11022260,9826979,909556.3,2021
6904,54860,Black Creek,Black Creek Hydro Inc,1784,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,98724,98724,11163.0,2021
7491,55482,Goldendale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,600191,600191,622288,622288,695436.0,2021
