,Plant Id,Plant Name,Operator Name,Operator Id,Plant State,Census Region,NERC Region,NAICS Code,Sector Name,Reported Fuel Type Code,AER Fuel Type Code,Physical Unit Label,Total Fuel Consumption Quantity,Electric Fuel Consumption Quantity,Total Fuel Consumption MMBtu,Elec Fuel Consumption MMBtu,Net Generation (Megawatthours),year
10094,57496,Tieton Dam Hydro Electric Project,City of Burbank Water and Power,2507,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,417637,417637,43773.0,2013
10121,57530,Palouse,"First Wind O&M, LLC",59155,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2833954,2833954,297029.0,2013
10196,57635,Linden Wind Energy Project,Los Angeles Department of Water & Power,11208,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,1423766,1423766,149226.0,2013
10304,57756,Coastal Energy Project,Coastal Community Action Program,57066,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,113673,113673,11914.0,2013
10311,57763,Youngs Creek Hydroelectric Project,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,178139,178139,18671.0,2013
10997,58441,Swauk Wind LLC,Gamesa Wind US LLC,58430,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,103797,103797,10879.0,2013
11166,58688,LRI LFGTE Facility,BioFuels Washington LLC,58619,WA,PACC,WECC,22,NAICS-22 Non-Cogen,LFG,MLG,mcf,38009,38009,19765,19765,1564.0,2013
11168,58696,Nooksack Hydro,Puget Sound Hydro LLC,58627,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,226799,226799,23771.0,2013
102,99,Frederickson,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,889,889,5192,5192,160.461,2014
103,99,Frederickson,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,432562,432562,455056,455056,14059.539,2014
359,371,Columbia Generating Station,Energy Northwest,20160,WA,PACC,WECC,22,Electric Utility,NUC,NUC,,0,0,99333535,99333535,9497321.0,2014
574,550,Kettle Falls Generating Station,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,45744,45744,46835,46835,4066.0,2014
575,550,Kettle Falls Generating Station,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,3430,3430,3508,3508,228.359,2014
576,550,Kettle Falls Generating Station,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WDS,WWW,short tons,457302,457302,3887069,3887069,259148.64,2014
642,607,Fredonia,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,7624,7624,44753,44753,3217.974,2014
643,607,Fredonia,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,817662,817662,850345,850345,64328.026,2014
681,622,South Fork Tolt,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,602107,602107,63313.0,2014
977,917,Quincy Chute,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,311909,311909,32798.0,2014
3404,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,0,0,0,0,0.0,2014
3405,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,DFO,DFO,barrels,14545,14545,87270,87270,7884.604,2014
3406,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,SUB,COL,short tons,4474939,4474939,73840367,73840367,6675766.4,2014
3407,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WC,WOC,short tons,0,0,0,0,0.0,2014
3408,3847,Merwin,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,5511825,5511825,579582.0,2014
3409,3850,Swift 1,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,7723975,7723975,812195.0,2014
3410,3852,Yale,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,6387799,6387799,671693.0,2014
3411,3853,Crystal Mountain,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,695,695,4029,4029,358.0,2014
3412,3854,Electron,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,402883,402883,42364.0,2014
3413,3855,Lower Baker,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4085572,4085572,429608.0,2014
3414,3860,Snoqualmie,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,271063,271063,28503.0,2014
3415,3861,Upper Baker,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3234210,3234210,340085.0,2014
3416,3866,Little Falls (WA),Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1854497,1854497,195005.0,2014
3417,3867,Long Lake,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4530963,4530963,476442.0,2014
3418,3868,Meyers Falls,Hydro Technology Systems Inc,9143,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,87891,87891,9242.0,2014
3419,3869,Nine Mile,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,529042,529042,55630.0,2014
3420,3878,Yelm,City of Centralia - (WA),3295,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,523089,523089,55004.0,2014
3421,3883,Rocky Reach,PUD No 1 of Chelan County,3413,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,59854315,59854315,6293829.0,2014
3422,3886,Wells,PUD No 1 of Douglas County,5326,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,42161205,42161205,4433355.0,2014
3423,3887,Priest Rapids,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,45128448,45128448,4745368.0,2014
3424,3888,Wanapum,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,34718082,34718082,3650692.0,2014
3425,3891,Box Canyon,PUD No 1 of Pend Oreille County,14653,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4136775,4136775,434992.0,2014
3427,3913,Alder,City of Tacoma  - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,2354067,2354067,247536.0,2014
3428,3914,Cushman 1,City of Tacoma  - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1252914,1252914,131747.0,2014
3429,3915,Cushman 2,City of Tacoma  - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,2141576,2141576,225192.0,2014
3430,3916,LaGrande,City of Tacoma  - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3668853,3668853,385789.0,2014
3431,3917,Mayfield,City of Tacoma  - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,7815261,7815261,821794.0,2014
3432,3918,Mossyrock,City of Tacoma  - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,12239086,12239086,1286970.0,2014
3433,3921,Chief Joseph,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,110730247,110730247,11643559.0,2014
